manzana,mnz_correct_svy,mnz_frisk_count,mnz_idcheck_count,mnz_drug_count,mnz_reten_count,mnz_arrest_count
7600110000000020130151,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020130150,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020130256,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140446,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000018140315,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140449,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140425,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140573,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018130217,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018150120,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020070205,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020070108,1.0,0.0,1.0,0.0,0.0,0.0
7600110000000020080226,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020080222,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020080105,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018070107,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018060209,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018080104,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018090106,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018090111,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018070217,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018060214,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140130,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140207,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140336,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018150116,1.0,4.0,0.0,0.0,0.0,0.0
7600110000000018140214,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000018141702,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018030116,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000020130151,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020110220,1.0,3.0,0.0,0.0,0.0,0.0
7600110000000018120111,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018110126,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140457,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140456,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140401,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018141017,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020020104,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050151,1.0,3.0,0.0,0.0,0.0,0.0
7600110000000020050323,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050206,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140220,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018130204,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140129,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140117,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140133,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,0.0,1.0,0.0,0.0
7600110000000018060113,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018060205,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000018080223,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018100111,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018100206,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018010161,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020326,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020106,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020117,1.0,1.0,0.0,2.0,0.0,0.0
7600110000000018030127,1.0,2.0,0.0,2.0,0.0,0.0
7600110000000018040103,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020130245,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020130104,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020110328,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020100223,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020090417,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020090315,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000020080314,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140821,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018010156,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140803,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140834,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018141706,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140312,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000018140460,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050210,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050212,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020060203,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020060335,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020080115,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020080224,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020070109,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020090203,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020010104,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050130,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020050157,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050128,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050134,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050148,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050305,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020080102,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140608,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140911,1.0,3.0,0.0,0.0,0.0,0.0
7600110000000018140918,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018020328,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020229,1.0,2.0,0.0,1.0,0.0,0.0
7600110000000020120129,1.0,5.0,0.0,0.0,0.0,0.0
7600110000000020100217,1.0,4.0,0.0,0.0,0.0,0.0
7600110000000020130249,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020110214,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020100112,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020090216,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020090407,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018110117,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018110111,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018090103,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018130114,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018060113,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018050114,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018020305,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020234,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020114,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018030118,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140435,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018150103,1.0,3.0,0.0,0.0,0.0,0.0
7600110000000018140438,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000018140448,1.0,2.0,0.0,1.0,0.0,0.0
7600110000000018140584,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020070307,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020080228,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020090210,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020090207,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020090233,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018080218,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018080101,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140579,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140326,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140344,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018100115,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020355,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020348,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140912,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018010136,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018010152,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018010157,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020105,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020020101,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050158,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020050115,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020050109,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000020060328,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000020060426,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020060424,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020070117,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050327,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020080232,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020050326,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050325,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020050315,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020060107,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020060205,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0
7600110000000020080228,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140806,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140816,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140840,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018010115,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140924,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000018140938,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018010133,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018010163,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018141702,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140446,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140321,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140441,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140329,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018150126,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140209,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140222,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018070201,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018070108,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140106,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018130115,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018130106,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018100213,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018100201,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020100115,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020130102,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020110301,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020110133,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020110210,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020110135,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020120139,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020060410,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020070215,1.0,1.0,0.0,1.0,0.0,0.0
7600110000000020070311,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020060338,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020060103,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020060101,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140315,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140449,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140425,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140573,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018130204,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018150120,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018130119,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018070214,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018090118,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018100210,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0
7600110000000020010118,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050301,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020050201,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020040102,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020040107,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020090307,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020080321,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020110311,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020130203,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020130150,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020130256,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018050105,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140836,1.0,2.0,0.0,1.0,0.0,0.0
7600110000000018020359,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140925,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140942,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020216,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018040102,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,3.0,0.0,1.0,0.0,0.0
7600110000000020050223,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020090315,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020090417,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020110212,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020130151,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018141017,1.0,4.0,1.0,1.0,0.0,0.0
7600110000000018140401,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140456,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140456,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018120111,1.0,3.0,0.0,2.0,0.0,0.0
7600110000000018110126,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020080105,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020080226,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000020050323,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020050206,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050212,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020050151,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020020104,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018070107,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140130,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018080104,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018090106,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018090111,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018070217,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018060214,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018060209,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020070108,1.0,1.0,0.0,1.0,0.0,0.0
7600110000000020080222,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020070205,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020110218,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020110220,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018030116,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140707,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140214,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140336,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018150116,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140207,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018141706,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140834,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140821,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018010161,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018040103,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018030127,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140460,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018130204,1.0,1.0,0.0,1.0,0.0,0.0
7600110000000018140220,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140117,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140133,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140129,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140803,1.0,3.0,0.0,0.0,0.0,0.0
7600110000000018010156,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020117,1.0,2.0,0.0,1.0,0.0,0.0
7600110000000018020326,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018020106,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140312,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018100111,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018100206,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018060205,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018080223,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018070113,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020080314,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020090203,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020110328,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020100223,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020130245,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020130104,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020060203,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050210,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020060335,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020070109,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020080224,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020080115,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140608,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018150103,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140435,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140448,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140438,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020305,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140911,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140918,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020328,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020229,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020234,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,2.0,1.0,0.0,0.0,0.0
7600110000000018030118,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020100217,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020130249,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020120129,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020110214,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020100112,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020090407,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020090216,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020080214,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020010104,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050130,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050157,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050128,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050134,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050148,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020050305,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020080102,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018050114,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018060113,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018130114,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018110117,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018110111,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018090103,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000018140584,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140579,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140344,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140326,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020100210,1.0,4.0,0.0,0.0,0.0,0.0
7600110000000020120114,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020110329,1.0,2.0,0.0,1.0,0.0,0.0
7600110000000020090426,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000020120102,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000020110219,1.0,2.0,0.0,0.0,0.0,0.0
7600110000000018020348,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018020355,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000018140912,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020050158,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050109,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020060426,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020070307,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020090233,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020070117,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050327,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020020101,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050115,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020060328,1.0,1.0,0.0,0.0,0.0,0.0
7600110000000020060424,1.0,3.0,0.0,0.0,0.0,0.0
7600110000000020090207,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020090210,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050326,1.0,0.0,0.0,0.0,0.0,0.0
7600110000000020050325,1.0,0.0,0.0,0.0,0.0,0.0
